PMX Bone Weight
0.8686,6.513302,-0.643,-0.04726047,-0.4175086,-0.907443,左ひざD,左足D,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
0.9305,6.1742,-0.4883,0.09902954,-0.3399617,-0.9352108,左ひざD,左足D,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.772,6.168501,-0.4385,-0.4256203,-0.379047,-0.8216877,左ひざD,左足D,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.7249,6.502201,-0.6026,-0.4237455,-0.4065162,-0.8094345,左ひざD,左足D,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
1.3511,6.7117,0.0516,0.9265132,0.2851721,0.2454589,左ひざD,左足D,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
1.444,6.398102,0.1752,0.919908,0.3192343,0.2277252,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4863,6.339401,-0.0954,0.9606137,0.1562025,-0.2298305,左ひざD,左足D,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
1.3996,6.662001,-0.1932,0.9568679,0.1440354,-0.2523047,左ひざD,左足D,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.9237,6.777201,0.4087,0.06479318,0.4113719,0.9091617,左ひざD,左足D,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.9695,6.441902,0.5734,0.1073622,0.4412217,0.8909528,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.1544,6.438301,0.5147,0.3695931,0.4493273,0.8133302,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.0912,6.775002,0.3573,0.4455001,0.4030472,0.7994264,左ひざD,左足D,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.9179001,4.481001,1.0198,-0.4010073,-0.0191256,0.9158752,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7512,4.420502,0.881,-0.7984478,-0.03224766,0.6011999,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7899001,3.785301,0.8682,-0.6892805,-0.04968065,0.7227893,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9327,3.819601,0.9855,-0.330297,-0.04464795,0.9428205,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.1098,4.525902,1.0297,0.090373,-0.006411372,0.9958873,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.103,3.843901,1.0116,0.05396464,-0.0297763,0.9980988,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.62,4.3008,0.479,-0.9857143,-0.1006481,-0.1350456,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6624001,3.7211,0.5492,-0.9950211,-0.06815671,-0.07271713,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6988,3.7502,0.742,-0.9073834,-0.05048249,0.4172611,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6478,4.3619,0.6885,-0.9577083,-0.0444549,0.2842861,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.3121,4.5541,0.9748,0.4607118,-0.0185554,0.8873557,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.2541,3.860001,0.961,0.4921878,-0.04784769,0.869173,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7069,4.270802,0.3049,-0.8605469,-0.1334521,-0.4915785,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7234001,3.704,0.3996,-0.8959193,-0.07867386,-0.4371946,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4646,4.5646,0.8521,0.786193,-0.05119528,0.6158568,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.398,3.866301,0.848,0.8040836,-0.08044527,0.5890484,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7973,4.254101,0.1786,-0.7724717,-0.1378269,-0.6199124,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.812,3.6905,0.2565,-0.7682089,-0.09787467,-0.6326734,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.5702,4.5485,0.6215,0.9673043,-0.08737174,0.2380938,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4892,3.8626,0.6318,0.9703481,-0.1085572,0.2159631,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9157001,4.254301,0.0523,-0.5345623,-0.1672181,-0.8284209,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9291,3.6968,0.1468,-0.4997284,-0.1417216,-0.8545095,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.5819,4.504301,0.3666,0.9690369,-0.1386784,-0.2042931,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4902,3.839602,0.4349,0.9643238,-0.1395378,-0.2249639,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.0837,4.281801,-0.0168,-0.065578,-0.1909916,-0.9793987,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.0851,3.725801,0.09,0.06580375,-0.162713,-0.9844767,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4798,4.445301,0.1913,0.7703443,-0.1770519,-0.612554,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.4064,3.810301,0.2785,0.7859747,-0.1522193,-0.599227,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.2918,4.3612,0.0463,0.4845606,-0.1821115,-0.8555913,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.2505,3.774,0.1449,0.5518348,-0.1527026,-0.8198538,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.084768,2.316848,0.9895509,0.1991061,0.01211007,0.979903,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.0895,2.985701,0.9969001,0.2084371,-0.02446639,0.9777296,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9482,2.9645,0.9522,-0.4677218,-0.02130488,0.883619,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9639335,2.316848,0.9543927,-0.4718333,0.0255727,0.8813169,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8311,2.9552,0.8594,-0.7237225,-0.03847421,0.6890177,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8792914,2.316848,0.8756397,-0.7372733,0.006658798,0.6755617,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.187793,2.316848,0.9281598,0.6684218,-0.02122651,0.7434795,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.2176,2.9937,0.9397,0.6168617,-0.05767041,0.7849559,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7494,2.939001,0.7612001,-0.9102477,-0.04697466,0.4113908,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.787218,2.316848,0.7690169,-0.8611735,-0.01976501,0.5079268,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.275732,2.316848,0.8322008,0.8088505,-0.05486407,0.5854492,左ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
